pkt_index,size,RTT,port
2490,64,19.61,1200
2491,64,19.27,1200
2492,64,19.13,1200
2493,64,19.84,1200
2494,64,21.88,1200
2495,64,19.33,1200
2496,64,20.98,1200
2497,64,21.92,1200
2498,64,20.71,1200
2499,64,19.27,1200
2500,64,19.41,1200
2501,64,21.45,1200
2502,64,19.53,1200
2503,64,18.96,1200
2504,64,18.73,1200
2505,64,19.95,1200
2506,64,19.54,1200
2507,64,19.43,1200
2508,64,19.09,1200
2509,64,20.57,1200
2510,64,20.82,1200
2511,64,19.25,1200
2512,64,19.54,1200
2513,64,19.60,1200
2514,64,21.16,1200
2515,64,19.80,1200
2516,64,20.28,1200
2517,64,21.99,1200
2518,64,19.96,1200
2519,64,19.17,1200
2520,64,19.64,1200
2521,64,19.48,1200
2522,64,23.86,1200
2523,64,20.76,1200
2524,64,18.98,1200
2525,64,19.14,1200
2526,64,22.52,1200
2527,64,19.15,1200
2528,64,19.95,1200
2529,64,19.57,1200
2530,64,19.33,1200
2531,64,19.42,1200
2532,64,19.55,1200
2533,64,26.62,1200
2534,64,21.06,1200
2535,64,21.04,1200
2536,64,19.83,1200
2537,64,19.94,1200
2538,64,19.46,1200
2539,64,21.66,1200
2540,64,19.35,1200
2541,64,19.63,1200
2542,64,20.40,1200
2543,64,19.69,1200
2544,64,18.80,1200
2545,64,19.64,1200
2546,64,19.48,1200
2547,64,20.22,1200
2548,64,21.11,1200
2549,64,22.41,1200
2550,64,19.90,1200
2551,64,18.69,1200
2552,64,19.28,1200
2553,64,20.12,1200
2554,64,19.26,1200
2555,64,19.14,1200
2556,64,18.92,1200
2557,64,19.05,1200
2558,64,22.59,1200
2559,64,19.24,1200
2560,64,21.11,1200
2561,64,22.09,1200
2562,64,20.72,1200
2563,64,19.96,1200
2564,64,19.39,1200
2565,64,26.16,1200
2566,64,20.08,1200
2567,64,18.98,1200
2568,64,19.28,1200
2569,64,19.73,1200
2570,64,19.67,1200
2571,64,19.48,1200
2572,64,21.75,1200
2573,64,21.05,1200
2574,64,21.22,1200
2575,64,19.30,1200
2576,64,19.26,1200
2577,64,20.14,1200
2578,64,19.72,1200
2579,64,21.05,1200
2580,64,19.82,1200
2581,64,26.26,1200
2582,64,20.18,1200
2583,64,18.94,1200
2584,64,19.10,1200
2585,64,26.77,1200
2586,64,20.37,1200
2587,64,19.48,1200
2588,64,23.02,1200
2589,64,19.49,1200
2590,64,21.66,1200
2591,64,19.00,1200
2592,64,20.03,1200
2593,64,20.19,1200
2594,64,19.71,1200
2595,64,19.28,1200
2596,64,18.80,1200
2597,64,25.71,1200
2598,64,21.26,1200
2599,64,20.86,1200
2600,64,19.64,1200
2601,64,19.95,1200
2602,64,20.23,1200
2603,64,20.05,1200
2604,64,20.38,1200
2605,64,19.82,1200
2606,64,20.81,1200
2607,64,18.94,1200
2608,64,19.55,1200
2609,64,20.67,1200
2610,64,21.41,1200
2611,64,20.88,1200
2612,64,20.01,1200
2613,64,24.88,1200
2614,64,20.21,1200
2615,64,19.03,1200
2616,64,19.73,1200
2617,64,20.15,1200
2618,64,19.98,1200
2619,64,19.23,1200
2620,64,22.23,1200
2621,64,22.53,1200
2622,64,25.07,1200
2623,64,20.69,1200
2624,64,21.50,1200
2625,64,20.54,1200
2626,64,21.67,1200
2627,64,20.01,1200
2628,64,20.03,1200
2629,64,23.89,1200
2630,64,20.39,1200
2631,64,19.19,1200
2632,64,19.36,1200
2633,64,20.06,1200
2634,64,21.26,1200
2635,64,22.03,1200
2636,64,20.21,1200
2637,64,20.30,1200
2638,64,20.00,1200
2639,64,19.42,1200
2640,64,19.99,1200
2641,64,20.05,1200
2642,64,20.22,1200
2643,64,19.31,1200
2644,64,20.59,1200
2645,64,24.51,1200
2646,64,20.32,1200
2647,64,20.26,1200
2648,64,21.35,1200
2649,64,20.60,1200
2650,64,20.07,1200
2651,64,19.52,1200
2652,64,19.57,1200
2653,64,20.13,1200
2654,64,21.63,1200
2655,64,19.25,1200
2656,64,19.34,1200
2657,64,20.05,1200
2658,64,20.14,1200
2659,64,20.67,1200
2660,64,22.03,1200
2661,64,25.45,1200
2662,64,20.37,1200
2663,64,19.19,1200
2664,64,19.37,1200
2665,64,19.87,1200
2666,64,19.95,1200
2667,64,19.49,1200
2668,64,21.48,1200
2669,64,20.99,1200
2670,64,19.76,1200
2671,64,19.71,1200
2672,64,20.25,1200
2673,64,21.09,1200
2674,64,21.09,1200
2675,64,19.43,1200
2676,64,19.68,1200
2677,64,22.22,1200
2678,64,19.33,1200
2679,64,19.61,1200
2680,64,19.22,1200
2681,64,19.97,1200
2682,64,19.76,1200
2683,64,19.36,1200
2684,64,19.35,1200
2685,64,20.63,1200
2686,64,24.88,1200
2687,64,21.11,1200
2688,64,20.23,1200
2689,64,20.72,1200
2690,64,20.31,1200
2691,64,19.50,1200
2692,64,19.86,1200
2693,64,23.14,1200
2694,64,19.87,1200
2695,64,19.68,1200
2696,64,19.28,1200
2697,64,19.65,1200
2698,64,20.90,1200
2699,64,20.30,1200
2700,64,19.84,1200
2701,64,20.02,1200
2702,64,20.12,1200
2703,64,19.18,1200
2704,64,20.19,1200
2705,64,19.69,1200
2706,64,20.42,1200
2707,64,19.63,1200
2708,64,19.18,1200
2709,64,24.45,1200
2710,64,20.31,1200
2711,64,21.15,1200
2712,64,20.21,1200
2713,64,19.25,1200
2714,64,20.40,1200
2715,64,18.91,1200
2716,64,19.15,1200
2717,64,19.91,1200
2718,64,24.08,1200
2719,64,19.75,1200
2720,64,19.14,1200
2721,64,20.09,1200
2722,64,20.06,1200
2723,64,20.03,1200
2724,64,21.25,1200
2725,64,25.90,1200
2726,64,19.88,1200
2727,64,19.02,1200
2728,64,18.85,1200
2729,64,20.22,1200
2730,64,19.73,1200
2731,64,18.84,1200
2732,64,19.41,1200
2733,64,20.18,1200
2734,64,19.75,1200
2735,64,51.72,1200
2736,64,20.57,1200
2737,64,20.41,1200
2738,64,20.29,1200
2739,64,19.03,1200
2740,64,19.94,1200
2741,64,25.64,1200
2742,64,19.92,1200
2743,64,19.18,1200
2744,64,18.56,1200
2745,64,19.51,1200
2746,64,20.26,1200
2747,64,19.78,1200
2748,64,20.80,1200
2749,64,20.64,1200
2750,64,21.96,1200
2751,64,18.97,1200
2752,64,19.86,1200
2753,64,20.60,1200
2754,64,20.32,1200
2755,64,19.21,1200
2756,64,19.23,1200
2757,64,22.89,1200
2758,64,19.47,1200
2759,64,19.71,1200
2760,64,19.91,1200
2761,64,20.91,1200
2762,64,19.91,1200
2763,64,19.66,1200
2764,64,19.66,1200
2765,64,22.70,1200
2766,64,19.99,1200
2767,64,19.35,1200
2768,64,19.81,1200
2769,64,20.29,1200
2770,64,20.02,1200
2771,64,19.52,1200
2772,64,23.47,1200
2773,64,23.87,1200
2774,64,20.70,1200
2775,64,19.48,1200
2776,64,18.93,1200
2777,64,19.98,1200
2778,64,19.61,1200
2779,64,19.13,1200
2780,64,19.25,1200
2781,64,19.62,1200
2782,64,24.42,1200
2783,64,19.15,1200
2784,64,19.05,1200
2785,64,30.36,1200
2786,64,21.05,1200
2787,64,18.99,1200
2788,64,20.01,1200
2789,64,24.71,1200
2790,64,19.56,1200
2791,64,19.39,1200
2792,64,18.78,1200
2793,64,20.00,1200
2794,64,19.95,1200
2795,64,19.39,1200
2796,64,20.04,1200
2797,64,21.53,1200
2798,64,20.84,1200
2799,64,20.18,1200
2800,64,18.96,1200
2801,64,20.26,1200
2802,64,20.39,1200
2803,64,19.72,1200
2804,64,19.25,1200
2805,64,25.46,1200
2806,64,19.85,1200
2807,64,19.40,1200
2808,64,18.93,1200
2809,64,20.29,1200
2810,64,20.82,1200
2811,64,20.09,1200
2812,64,19.31,1200
2813,64,20.09,1200
2814,64,23.43,1200
2815,64,19.71,1200
2816,64,19.57,1200
2817,64,20.15,1200
2818,64,19.88,1200
2819,64,19.57,1200
2820,64,19.42,1200
2821,64,21.49,1200
2822,64,20.03,1200
2823,64,20.53,1200
2824,64,19.42,1200
2825,64,19.82,1200
2826,64,19.61,1200
2827,64,19.55,1200
2828,64,19.32,1200
2829,64,19.61,1200
2830,64,20.00,1200
2831,64,21.52,1200
2832,64,18.51,1200
2833,64,20.55,1200
2834,64,20.39,1200
2835,64,19.49,1200
2836,64,21.37,1200
2837,64,26.50,1200
2838,64,20.35,1200
2839,64,18.97,1200
2840,64,18.90,1200
2841,64,19.98,1200
2842,64,19.91,1200
2843,64,18.95,1200
2844,64,19.57,1200
2845,64,19.37,1200
2846,64,19.94,1200
2847,64,19.74,1200
2848,64,21.41,1200
2849,64,21.25,1200
2850,64,21.08,1200
2851,64,19.37,1200
2852,64,19.51,1200
2853,64,23.25,1200
2854,64,19.76,1200
2855,64,18.92,1200
2856,64,18.82,1200
2857,64,19.36,1200
2858,64,20.04,1200
2859,64,19.37,1200
2860,64,19.20,1200
2861,64,20.31,1200
2862,64,21.31,1200
2863,64,22.93,1200
2864,64,19.65,1200
2865,64,19.62,1200
2866,64,19.68,1200
2867,64,19.52,1200
2868,64,19.51,1200
2869,64,21.46,1200
2870,64,19.80,1200
2871,64,18.91,1200
2872,64,19.65,1200
2873,64,19.60,1200
2874,64,21.39,1200
2875,64,21.64,1200
2876,64,20.80,1200
2877,64,20.59,1200
2878,64,22.51,1200
2879,64,19.70,1200
2880,64,19.66,1200
2881,64,20.47,1200
2882,64,20.01,1200
2883,64,19.54,1200
2884,64,19.31,1200
2885,64,24.41,1200
2886,64,20.95,1200
2887,64,21.12,1200
2888,64,20.30,1200
2889,64,19.93,1200
2890,64,20.32,1200
2891,64,19.79,1200
2892,64,19.78,1200
2893,64,19.92,1200
2894,64,20.07,1200
2895,64,19.51,1200
2896,64,18.95,1200
2897,64,20.49,1200
2898,64,19.55,1200
2899,64,20.64,1200
2900,64,21.40,1200
2901,64,22.66,1200
2902,64,19.84,1200
2903,64,19.01,1200
2904,64,18.99,1200
2905,64,20.02,1200
2906,64,19.55,1200
2907,64,19.02,1200
2908,64,18.88,1200
2909,64,19.46,1200
2910,64,22.40,1200
2911,64,19.20,1200
2912,64,21.87,1200
2913,64,25.82,1200
2914,64,20.74,1200
2915,64,19.64,1200
2916,64,19.75,1200
2917,64,24.61,1200
2918,64,19.80,1200
2919,64,18.96,1200
2920,64,19.27,1200
2921,64,19.59,1200
2922,64,19.40,1200
2923,64,20.05,1200
2924,64,19.92,1200
2925,64,21.03,1200
2926,64,20.88,1200
2927,64,18.88,1200
2928,64,19.43,1200
2929,64,19.79,1200
2930,64,19.96,1200
2931,64,18.98,1200
2932,64,19.41,1200
2933,64,24.14,1200
2934,64,19.63,1200
2935,64,18.99,1200
2936,64,18.92,1200
2937,64,20.29,1200
2938,64,22.25,1200
2939,64,20.30,1200
2940,64,19.49,1200
2941,64,19.51,1200
2942,64,23.02,1200
2943,64,19.82,1200
2944,64,19.20,1200
2945,64,20.27,1200
2946,64,19.51,1200
2947,64,18.80,1200
2948,64,19.36,1200
2949,64,20.90,1200
2950,64,20.48,1200
2951,64,20.62,1200
2952,64,20.86,1200
2953,64,19.71,1200
2954,64,19.27,1200
2955,64,19.20,1200
2956,64,19.23,1200
2957,64,19.59,1200
2958,64,21.41,1200
2959,64,18.93,1200
2960,64,19.25,1200
2961,64,19.29,1200
2962,64,22.04,1200
2963,64,20.46,1200
2964,64,20.86,1200
2965,64,25.52,1200
2966,64,19.60,1200
2967,64,19.33,1200
2968,64,19.68,1200
2969,64,20.35,1200
2970,64,19.85,1200
2971,64,20.18,1200
2972,64,18.93,1200
2973,64,19.41,1200
2974,64,23.21,1200
2975,64,20.09,1200
2976,64,21.15,1200
2977,64,21.30,1200
2978,64,19.09,1200
2979,64,19.50,1200
2980,64,19.41,1200
2981,64,24.15,1200
2982,64,19.96,1200
2983,64,19.11,1200
2984,64,20.41,1200
2985,64,20.13,1200
2986,64,20.65,1200
2987,64,19.21,1200
2988,64,20.01,1200
2989,64,21.00,1200
2990,64,21.43,1200
2991,64,19.08,1200
2992,64,19.57,1200
2993,64,20.27,1200
2994,64,19.93,1200
2995,64,18.99,1200
2996,64,19.31,1200
2997,64,23.04,1200
2998,64,19.95,1200
2999,64,19.34,1200
3000,64,19.28,1200
3001,64,24.64,1200
3002,64,21.59,1200
3003,64,19.80,1200
3004,64,19.29,1200
3005,64,19.80,1200
3006,64,20.57,1200
3007,64,19.59,1200
3008,64,19.97,1200
3009,64,20.88,1200
3010,64,20.20,1200
3011,64,20.75,1200
3012,64,19.64,1200
3013,64,25.06,1200
3014,64,21.30,1200
3015,64,20.17,1200
3016,64,19.84,1200
3017,64,20.16,1200
3018,64,20.15,1200
3019,64,19.11,1200
3020,64,18.92,1200
3021,64,19.57,1200
3022,64,19.87,1200
3023,64,18.96,1200
3024,64,19.56,1200
3025,64,19.79,1200
3026,64,20.76,1200
3027,64,20.81,1200
3028,64,23.73,1200
3029,64,23.77,1200
3030,64,19.59,1200
3031,64,19.64,1200
3032,64,19.16,1200
3033,64,20.25,1200
3034,64,19.89,1200
3035,64,19.45,1200
3036,64,19.52,1200
3037,64,19.63,1200
3038,64,20.19,1200
3039,64,20.08,1200
3040,64,21.89,1200
3041,64,20.10,1200
3042,64,20.26,1200
3043,64,19.91,1200
3044,64,20.05,1200
3045,64,23.04,1200
3046,64,19.89,1200
3047,64,19.66,1200
3048,64,18.98,1200
3049,64,19.91,1200
3050,64,19.87,1200
3051,64,22.00,1200
3052,64,20.87,1200
3053,64,21.46,1200
3054,64,20.12,1200
3055,64,19.73,1200
3056,64,19.36,1200
3057,64,20.13,1200
3058,64,19.94,1200
3059,64,19.71,1200
3060,64,21.61,1200
3061,64,21.85,1200
3062,64,19.65,1200
3063,64,18.98,1200
3064,64,20.64,1200
3065,64,21.27,1200
3066,64,20.63,1200
3067,64,19.32,1200
3068,64,19.61,1200
3069,64,19.43,1200
3070,64,21.56,1200
3071,64,19.63,1200
3072,64,20.01,1200
3073,64,20.01,1200
3074,64,19.58,1200
3075,64,19.23,1200
3076,64,19.85,1200
3077,64,30.81,1200
3078,64,20.98,1200
3079,64,19.79,1200
3080,64,19.30,1200
3081,64,19.82,1200
3082,64,20.01,1200
3083,64,18.99,1200
3084,64,19.56,1200
3085,64,19.41,1200
3086,64,20.07,1200
3087,64,19.13,1200
3088,64,19.42,1200
3089,64,22.88,1200
3090,64,21.52,1200
3091,64,20.66,1200
3092,64,19.82,1200
3093,64,23.06,1200
3094,64,19.53,1200
3095,64,19.01,1200
3096,64,19.43,1200
3097,64,19.43,1200
3098,64,19.85,1200
3099,64,19.33,1200
3100,64,18.79,1200
3101,64,19.49,1200
3102,64,22.04,1200
3103,64,21.14,1200
3104,64,20.58,1200
3105,64,19.89,1200
3106,64,19.71,1200
3107,64,19.20,1200
3108,64,19.03,1200
3109,64,28.07,1200
3110,64,20.78,1200
3111,64,19.12,1200
3112,64,19.85,1200
3113,64,19.91,1200
3114,64,19.98,1200
3115,64,20.53,1200
3116,64,20.75,1200
3117,64,20.12,1200
3118,64,20.67,1200
3119,64,20.40,1200
3120,64,19.39,1200
3121,64,19.99,1200
3122,64,19.93,1200
3123,64,19.57,1200
3124,64,19.45,1200
3125,64,21.68,1200
3126,64,22.31,1200
3127,64,20.23,1200
3128,64,21.70,1200
3129,64,21.38,1200
3130,64,22.14,1200
3131,64,19.48,1200
3132,64,19.25,1200
3133,64,19.66,1200
3134,64,20.66,1200
3135,64,19.68,1200
3136,64,19.88,1200
3137,64,20.86,1200
3138,64,19.93,1200
3139,64,19.09,1200
3140,64,20.82,1200
3141,64,26.02,1200
3142,64,19.38,1200
3143,64,19.35,1200
3144,64,19.19,1200
3145,64,19.31,1200
3146,64,19.79,1200
3147,64,18.94,1200
3148,64,19.35,1200
3149,64,19.32,1200
3150,64,20.18,1200
3151,64,19.42,1200
3152,64,19.06,1200
3153,64,21.32,1200
3154,64,21.30,1200
3155,64,19.43,1200
3156,64,19.43,1200
3157,64,24.46,1200
3158,64,22.46,1200
3159,64,21.00,1200
3160,64,19.76,1200
3161,64,20.26,1200
3162,64,20.32,1200
3163,64,19.38,1200
3164,64,19.19,1200
3165,64,21.44,1200
3166,64,23.09,1200
3167,64,20.25,1200
3168,64,20.29,1200
3169,64,20.53,1200
3170,64,19.94,1200
3171,64,19.70,1200
3172,64,19.83,1200
3173,64,26.83,1200
3174,64,20.87,1200
3175,64,19.13,1200
3176,64,19.17,1200
3177,64,20.00,1200
3178,64,22.23,1200
3179,64,20.63,1200
3180,64,20.20,1200
3181,64,20.12,1200
3182,64,20.61,1200
3183,64,19.86,1200
3184,64,19.52,1200
3185,64,20.67,1200
3186,64,19.90,1200
3187,64,20.06,1200
3188,64,19.70,1200
3189,64,22.01,1200
3190,64,21.21,1200
3191,64,20.71,1200
3192,64,20.50,1200
3193,64,20.25,1200
3194,64,20.44,1200
3195,64,19.74,1200
3196,64,20.35,1200
3197,64,19.48,1200
3198,64,22.80,1200
3199,64,19.68,1200
3200,64,19.61,1200
3201,64,20.36,1200
3202,64,19.88,1200
3203,64,24.47,1200
3204,64,20.80,1200
3205,64,24.79,1200
3206,64,23.82,1200
3207,64,19.55,1200
3208,64,19.69,1200
3209,64,19.75,1200
3210,64,19.66,1200
3211,64,19.12,1200
3212,64,19.66,1200
3213,64,19.52,1200
3214,64,20.45,1200
3215,64,20.26,1200
3216,64,21.00,1200
3217,64,21.29,1200
3218,64,20.05,1200
3219,64,19.35,1200
3220,64,19.91,1200
3221,64,25.14,1200
3222,64,20.62,1200
3223,64,19.38,1200
3224,64,18.99,1200
3225,64,19.89,1200
3226,64,19.74,1200
3227,64,19.48,1200
3228,64,24.09,1200
3229,64,21.36,1200
3230,64,23.16,1200
3231,64,19.44,1200
3232,64,19.27,1200
3233,64,19.80,1200
3234,64,20.11,1200
3235,64,18.62,1200
3236,64,19.12,1200
3237,64,23.37,1200
3238,64,20.02,1200
3239,64,19.71,1200
3240,64,22.38,1200
3241,64,21.81,1200
3242,64,21.17,1200
3243,64,19.59,1200
3244,64,19.99,1200
3245,64,20.64,1200
3246,64,20.05,1200
3247,64,19.90,1200
3248,64,19.18,1200
3249,64,20.02,1200
3250,64,19.63,1200
3251,64,19.27,1200
3252,64,19.27,1200
3253,64,21.18,1200
3254,64,21.40,1200
3255,64,22.92,1200
3256,64,18.92,1200
3257,64,20.09,1200
3258,64,19.67,1200
3259,64,19.14,1200
3260,64,19.41,1200
3261,64,19.61,1200
3262,64,22.50,1200
3263,64,19.18,1200
3264,64,18.68,1200
3265,64,19.93,1200
3266,64,21.08,1200
3267,64,21.90,1200
3268,64,20.61,1200
3269,64,25.23,1200
3270,64,20.17,1200
3271,64,19.58,1200
3272,64,19.57,1200
3273,64,20.73,1200
3274,64,20.24,1200
3275,64,19.72,1200
3276,64,19.26,1200
3277,64,19.90,1200
3278,64,20.79,1200
3279,64,21.33,1200
3280,64,20.10,1200
3281,64,20.27,1200
3282,64,19.67,1200
3283,64,19.82,1200
3284,64,18.91,1200
3285,64,25.19,1200
3286,64,20.29,1200
3287,64,18.95,1200
3288,64,19.54,1200
3289,64,19.86,1200
3290,64,19.59,1200
3291,64,19.95,1200
3292,64,20.95,1200
3293,64,20.70,1200
3294,64,22.46,1200
3295,64,19.13,1200
3296,64,19.94,1200
3297,64,19.74,1200
3298,64,20.48,1200
3299,64,19.25,1200
3300,64,19.32,1200
3301,64,23.87,1200
3302,64,19.77,1200
3303,64,19.38,1200
3304,64,23.18,1200
3305,64,21.21,1200
3306,64,19.38,1200
3307,64,19.50,1200
3308,64,19.03,1200
3309,64,19.69,1200
3310,64,19.99,1200
3311,64,19.84,1200
3312,64,19.33,1200
3313,64,20.50,1200
3314,64,19.44,1200
3315,64,19.19,1200
3316,64,24.64,1200
3317,64,24.10,1200
3318,64,21.63,1200
3319,64,19.51,1200
3320,64,19.36,1200
3321,64,20.65,1200
3322,64,20.42,1200
3323,64,19.21,1200
3324,64,19.87,1200
3325,64,19.46,1200
3326,64,22.39,1200
3327,64,19.16,1200
3328,64,19.48,1200
3329,64,27.57,1200
3330,64,20.84,1200
3331,64,19.22,1200
3332,64,19.48,1200
3333,64,24.32,1200
3334,64,20.02,1200
3335,64,19.10,1200
3336,64,18.81,1200
3337,64,19.54,1200
3338,64,19.54,1200
3339,64,19.06,1200
3340,64,19.68,1200
3341,64,26.52,1200
3342,64,22.29,1200
3343,64,20.56,1200
3344,64,18.84,1200
3345,64,20.62,1200
3346,64,19.73,1200
3347,64,19.49,1200
3348,64,19.19,1200
3349,64,25.00,1200
3350,64,20.16,1200
3351,64,18.91,1200
3352,64,19.30,1200
3353,64,41.06,1200
3354,64,21.10,1200
3355,64,19.37,1200
3356,64,19.45,1200
3357,64,19.81,1200
3358,64,22.81,1200
3359,64,18.73,1200
3360,64,20.08,1200
3361,64,20.15,1200
3362,64,19.72,1200
3363,64,19.24,1200
3364,64,19.30,1200
3365,64,24.06,1200
3366,64,21.06,1200
3367,64,20.16,1200
3368,64,18.55,1200
3369,64,23.40,1200
3370,64,20.41,1200
3371,64,19.74,1200
3372,64,20.09,1200
3373,64,20.17,1200
3374,64,20.50,1200
3375,64,19.06,1200
3376,64,19.01,1200
3377,64,20.07,1200
3378,64,21.50,1200
3379,64,21.67,1200
3380,64,20.73,1200
3381,64,24.35,1200
3382,64,19.82,1200
3383,64,19.12,1200
3384,64,19.64,1200
3385,64,20.04,1200
3386,64,19.70,1200
3387,64,19.66,1200
3388,64,19.19,1200
3389,64,19.46,1200
3390,64,22.19,1200
3391,64,21.47,1200
3392,64,20.98,1200
3393,64,19.91,1200
3394,64,20.13,1200
3395,64,19.39,1200
3396,64,19.49,1200
3397,64,24.91,1200
3398,64,19.84,1200
3399,64,19.48,1200
3400,64,19.31,1200
3401,64,19.88,1200
3402,64,20.10,1200
3403,64,21.66,1200
3404,64,20.92,1200
3405,64,21.44,1200
3406,64,20.61,1200
3407,64,19.64,1200
3408,64,19.96,1200
3409,64,20.15,1200
3410,64,19.86,1200
3411,64,19.61,1200
3412,64,19.60,1200
3413,64,22.55,1200
3414,64,21.10,1200
3415,64,19.55,1200
3416,64,21.20,1200
3417,64,22.90,1200
3418,64,22.48,1200
3419,64,20.22,1200
3420,64,20.21,1200
3421,64,20.02,1200
3422,64,20.64,1200
3423,64,19.25,1200
3424,64,21.06,1200
3425,64,20.35,1200
3426,64,19.96,1200
3427,64,19.30,1200
3428,64,20.57,1200
3429,64,26.52,1200
3430,64,21.36,1200
3431,64,19.88,1200
3432,64,19.48,1200
3433,64,19.98,1200
3434,64,19.66,1200
3435,64,20.02,1200
3436,64,19.86,1200
3437,64,19.71,1200
3438,64,19.86,1200
3439,64,18.95,1200
3440,64,18.94,1200
3441,64,25.65,1200
3442,64,21.62,1200
3443,64,19.20,1200
3444,64,19.73,1200
3445,64,24.70,1200
3446,64,19.86,1200
3447,64,19.61,1200
3448,64,19.02,1200
3449,64,23.66,1200
3450,64,20.83,1200
3451,64,19.56,1200
3452,64,19.59,1200
3453,64,20.96,1200
3454,64,23.82,1200
3455,64,20.08,1200
3456,64,19.81,1200
3457,64,20.22,1200
3458,64,19.81,1200
3459,64,19.52,1200
3460,64,19.55,1200
3461,64,26.27,1200
3462,64,20.07,1200
3463,64,19.72,1200
3464,64,18.92,1200
3465,64,20.42,1200
3466,64,24.60,1200
3467,64,20.35,1200
3468,64,19.19,1200
3469,64,20.01,1200
3470,64,20.41,1200
3471,64,18.97,1200
3472,64,19.07,1200
3473,64,20.19,1200
3474,64,20.59,1200
3475,64,19.77,1200
3476,64,19.35,1200
3477,64,21.28,1200
3478,64,20.35,1200
3479,64,28.00,1200
3480,64,20.38,1200
3481,64,20.30,1200
3482,64,19.85,1200
3483,64,19.36,1200
3484,64,20.28,1200
3485,64,19.87,1200
3486,64,23.47,1200
3487,64,19.90,1200
3488,64,20.56,1200
3489,64,19.82,1200
3490,64,20.23,1200
3491,64,20.55,1200
3492,64,20.77,1200
3493,64,24.52,1200
3494,64,19.50,1200
3495,64,19.24,1200
3496,64,18.54,1200
3497,64,20.00,1200
3498,64,20.26,1200
3499,64,19.65,1200
3500,64,19.64,1200
3501,64,19.40,1200
3502,64,19.14,1200
3503,64,21.95,1200
3504,64,20.78,1200
3505,64,21.20,1200
3506,64,19.84,1200
3507,64,19.70,1200
3508,64,19.45,1200
3509,64,23.59,1200
3510,64,19.75,1200
3511,64,19.14,1200
3512,64,19.49,1200
3513,64,19.93,1200
3514,64,19.54,1200
3515,64,20.25,1200
3516,64,19.99,1200
3517,64,21.46,1200
3518,64,25.08,1200
3519,64,19.26,1200
3520,64,19.49,1200
3521,64,20.48,1200
3522,64,19.92,1200
3523,64,19.58,1200
3524,64,19.28,1200
3525,64,23.36,1200
3526,64,19.59,1200
3527,64,18.95,1200
3528,64,18.88,1200
3529,64,28.94,1200
3530,64,20.74,1200
3531,64,19.55,1200
3532,64,19.65,1200
3533,64,19.71,1200
3534,64,19.92,1200
3535,64,18.96,1200
3536,64,19.30,1200
3537,64,20.32,1200
3538,64,20.06,1200
3539,64,18.76,1200
3540,64,19.45,1200
3541,64,24.97,1200
3542,64,21.39,1200
3543,64,20.14,1200
3544,64,19.64,1200
3545,64,19.96,1200
3546,64,19.79,1200
3547,64,19.41,1200
3548,64,19.23,1200
3549,64,19.24,1200
3550,64,20.38,1200
3551,64,19.50,1200
3552,64,19.63,1200
3553,64,20.23,1200
3554,64,21.18,1200
3555,64,21.74,1200
3556,64,20.77,1200
3557,64,26.22,1200
3558,64,20.23,1200
3559,64,19.18,1200
3560,64,19.37,1200
3561,64,20.28,1200
3562,64,19.97,1200
3563,64,20.07,1200
3564,64,19.06,1200
3565,64,19.54,1200
3566,64,19.79,1200
3567,64,20.55,1200
3568,64,20.02,1200
3569,64,20.18,1200
3570,64,19.82,1200
3571,64,18.72,1200
3572,64,19.17,1200
3573,64,24.24,1200
3574,64,19.45,1200
3575,64,19.44,1200
3576,64,18.83,1200
3577,64,19.92,1200
3578,64,19.96,1200
3579,64,20.41,1200
3580,64,20.75,1200
3581,64,21.39,1200
3582,64,22.81,1200
3583,64,19.52,1200
3584,64,19.46,1200
3585,64,19.77,1200
3586,64,20.36,1200
3587,64,19.88,1200
3588,64,19.87,1200
3589,64,22.77,1200
3590,64,19.74,1200
3591,64,19.23,1200
3592,64,19.47,1200
3593,64,20.62,1200
3594,64,20.60,1200
3595,64,19.38,1200
3596,64,21.22,1200
3597,64,19.88,1200
3598,64,20.05,1200
3599,64,18.68,1200
3600,64,19.55,1200
3601,64,19.66,1200
3602,64,19.96,1200
3603,64,19.56,1200
3604,64,19.76,1200
3605,64,26.21,1200
3606,64,21.25,1200
3607,64,19.41,1200
3608,64,19.49,1200
3609,64,22.14,1200
3610,64,20.33,1200
3611,64,19.61,1200
3612,64,19.46,1200
3613,64,22.40,1200
3614,64,20.57,1200
3615,64,18.98,1200
3616,64,19.11,1200
3617,64,20.77,1200
3618,64,21.70,1200
3619,64,20.81,1200
3620,64,19.96,1200
3621,64,24.48,1200
3622,64,19.77,1200
3623,64,19.50,1200
3624,64,19.40,1200
3625,64,19.85,1200
3626,64,20.42,1200
3627,64,18.73,1200
3628,64,19.40,1200
3629,64,19.62,1200
3630,64,21.17,1200
3631,64,21.25,1200
3632,64,19.86,1200
3633,64,20.24,1200
3634,64,20.05,1200
3635,64,19.07,1200
3636,64,20.03,1200
3637,64,22.69,1200
3638,64,19.93,1200
3639,64,19.66,1200
3640,64,19.39,1200
3641,64,19.75,1200
3642,64,19.84,1200
3643,64,25.02,1200
3644,64,20.33,1200
3645,64,21.79,1200
3646,64,22.29,1200
3647,64,19.41,1200
3648,64,20.38,1200
3649,64,20.06,1200
3650,64,20.68,1200
3651,64,19.16,1200
3652,64,19.59,1200
3653,64,23.32,1200
3654,64,19.56,1200
